"location","date","total_cases","new_cases","total_deaths","new_deaths","new_tests","total_tests","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","stringency_index"
"India",40,10904940,12194,155642,92,743614,205533398,0.016,61.9,"samples tested",8052454,8044786,7668,84807,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",43,10937320,11610,155913,100,615664,207332298,0.017,60.1,"samples tested",8857341,8641002,216339,340570,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",44,10950201,12881,156014,101,644931,207977229,0.017,59,"samples tested",9186757,8844641,342116,329416,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",45,10963394,13193,156111,97,726562,208703791,0.018,56.5,"samples tested",9846523,9381591,464932,659766,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",46,10977387,13993,156212,101,771071,209474862,0.018,55.4,"samples tested",10449942,9693000,756942,603419,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",47,10991651,14264,156302,90,786618,210261480,0.018,54.5,"samples tested",10838323,9964383,873940,388381,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",48,11005850,14199,156385,83,670050,210931530,0.019,52.7,"samples tested",11085173,10124531,960642,246850,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",49,11016434,10584,156463,78,620216,211551746,0.019,53.3,"samples tested",11424094,10308552,1115542,338921,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",50,11030176,13742,156567,104,678685,212230431,0.019,52.7,"samples tested",11907392,10585757,1321635,483298,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,61.57
"India",51,11046914,16738,156705,138,805844,213036275,0.019,52.3,"samples tested",12366633,10884879,1481754,459241,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",52,11063491,16577,156825,120,793383,213829658,0.02,51.2,"samples tested",13067047,11206188,1860859,700414,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",53,11079979,16488,156938,113,831807,214661465,0.02,50.6,"samples tested",13756940,11552857,2204083,689893,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",54,11096731,16752,157051,113,773918,215435383,0.02,49.2,"samples tested",14242547,11788669,2453878,485607,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",55,11112241,15510,157157,106,795723,216231106,0.02,49.8,"samples tested",14301266,11845075,2456191,58719,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",56,11124527,12286,157248,91,627668,216858774,0.02,49.1,"samples tested",14854136,12256337,2597799,552870,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",57,11139516,14989,157346,98,759283,217618057,0.02,49.3,"samples tested",15620749,12906771,2713978,766613,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"India",58,11156923,17407,157435,89,785220,218403277,0.02,48.8,"samples tested",16616048,13739121,2876927,995299,1380004385,450.419,28.2,5.989,3.414,6426.674,282.28,10.39,1.9,20.6,0.53,69.66,0.645,63.43
"Indonesia",24,1037993,13695,29331,476,54114,6032242,0.279,3.6,"people tested",373786,368318,5468,65783,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",25,1051795,13802,29518,187,52419,6084661,0.275,3.6,"people tested",416299,405012,11287,42513,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",26,1066313,14518,29728,210,40629,6125290,0.285,3.5,"people tested",502955,482145,20810,86656,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",27,1078314,12001,29998,270,33162,6158452,0.288,3.5,"people tested",515681,493133,22548,12726,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",28,1089308,10994,30277,279,31893,6190345,0.294,3.4,"people tested",574938,539532,35406,59257,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",29,1099687,10379,30581,304,42944,6233289,0.29,3.5,"people tested",648259,596260,51999,73321,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",30,1111671,11984,30770,189,46893,6280182,0.289,3.5,"people tested",717647,646026,71621,69388,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,64.35
"Indonesia",42,1223930,6462,33367,184,19641,6695764,0.26,3.8,"people tested",1578720,1096095,482625,84395,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,65.28
"Indonesia",43,1233959,10029,33596,229,26156,6721920,0.284,3.5,"people tested",1658110,1120963,537147,79390,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,65.28
"Indonesia",44,1243646,9687,33788,192,9991,6731911,0.336,3,"people tested",1747267,1149939,597328,89157,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,65.28
"Indonesia",45,1252685,9039,33969,181,35315,6767226,0.343,2.9,"people tested",1787976,1164144,623832,40709,273523621,145.725,29.3,5.319,3.053,11188.744,342.864,6.32,2.8,76.1,1.04,71.72,0.718,65.28
"Ireland",35,204397,829,3687,1,12697,3218422,0.056,17.9,"tests performed",243353,154900,88453,2866,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",36,204940,543,3752,65,15126,3233548,0.054,18.7,"tests performed",248284,158904,89380,4931,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",37,205939,999,3794,42,18213,3251761,0.054,18.7,"tests performed",256681,166863,89818,8397,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",38,206801,862,3846,52,17372,3269133,0.051,19.6,"tests performed",261073,171239,89834,4392,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",39,207720,919,3865,19,18841,3287974,0.051,19.7,"tests performed",265237,175238,89999,4164,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",40,208796,1076,3931,66,18174,3306148,0.054,18.5,"tests performed",268551,176926,91625,3314,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",41,209582,786,3948,17,14450,3320598,0.052,19.1,"tests performed",271942,180192,91750,3391,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",42,210402,820,3948,0,11452,3332050,0.053,18.9,"tests performed",280581,182193,98388,8639,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",43,211113,711,3980,32,13119,3345169,0.055,18.1,"tests performed",293752,187893,105859,13171,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",44,211751,638,4036,56,17122,3362291,0.053,19,"tests performed",310900,197609,113291,17148,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",45,212647,896,4082,46,15829,3378120,0.054,18.6,"tests performed",326475,205955,120520,15575,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",46,213400,753,4109,27,17036,3395156,0.053,18.9,"tests performed",340704,214384,126320,14229,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",47,214378,978,4135,26,15606,3410762,0.053,18.7,"tests performed",350322,219899,130423,9618,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",48,215057,679,4136,1,14901,3425663,0.052,19.2,"tests performed",353971,222073,131898,3649,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",49,215743,686,4137,1,11828,3437491,0.051,19.7,"tests performed",359616,226291,133325,5645,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",50,216300,557,4181,44,13841,3451332,0.049,20.5,"tests performed",373280,238841,134439,13664,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",51,216840,540,4237,56,16607,3467939,0.048,20.8,"tests performed",391355,254948,136407,18075,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",52,217478,638,4271,34,18206,3486145,0.045,22.4,"tests performed",409529,271594,137935,18174,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Ireland",53,218251,773,4300,29,19178,3505323,0.044,22.7,"tests performed",426070,285780,140290,16541,4937796,69.874,38.7,13.928,8.678,67335.293,126.459,3.28,23,25.7,2.96,82.3,0.955,87.96
"Israel",0,448173,6631,3445,29,111655,8753988,0.06,16.5,"tests performed",1446414,1446412,2,153150,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,82.41
"Israel",1,456139,7966,3496,51,116534,8870522,0.063,15.9,"tests performed",1573186,1573184,2,126772,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,82.41
"Israel",2,463448,7309,3529,33,122920,8993442,0.066,15.2,"tests performed",1678023,1678021,2,104837,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,82.41
"Israel",3,471048,7600,3552,23,117948,9111390,0.066,15.2,"tests performed",1795497,1795492,5,117474,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",4,477357,6309,3596,44,116983,9228373,0.066,15.2,"tests performed",1862648,1862640,8,67151,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",5,485434,8077,3645,49,80260,9308633,0.068,14.7,"tests performed",1907663,1907633,30,45015,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",6,491319,5885,3671,26,96440,9405073,0.065,15.3,"tests performed",1951778,1945766,6012,44115,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",7,501073,9754,3704,33,126326,9531399,0.068,14.7,"tests performed",1992451,1967203,25248,40673,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",8,510063,8990,3771,67,120994,9652393,0.069,14.5,"tests performed",2052369,1991473,60896,59918,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",9,520060,9997,3817,46,122324,9774717,0.072,13.8,"tests performed",2161753,2043931,117822,109384,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",10,529814,9754,3870,53,124893,9899610,0.075,13.4,"tests performed",2287487,2100749,186738,125734,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",11,535049,5235,3910,40,102023,10001633,0.075,13.4,"tests performed",2354625,2131751,222874,67138,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",12,543499,8450,3959,49,71754,10073387,0.076,13.2,"tests performed",2410527,2161453,249074,55902,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",13,551689,8190,4005,46,64475,10137862,0.082,12.1,"tests performed",2563518,2229858,333660,152991,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",14,558249,6560,4044,39,102019,10239881,0.081,12.4,"tests performed",2753043,2299368,453675,189525,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",15,565629,7380,4080,36,96081,10335962,0.081,12.3,"tests performed",2962966,2371955,591011,209923,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",16,575842,10213,4181,101,93421,10429383,0.085,11.7,"tests performed",3182692,2448464,734228,219726,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",17,582869,7027,4245,64,82622,10512005,0.087,11.5,"tests performed",3415921,2517985,897936,233229,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",18,589028,6159,4266,21,86036,10598041,0.091,11,"tests performed",3524448,2555676,968772,108527,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",19,593961,4933,4341,75,30999,10629040,0.091,11,"tests performed",3617684,2595489,1022195,93236,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",20,597403,3442,4419,78,54454,10683494,0.084,11.9,"tests performed",3826759,2664383,1162376,209075,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",21,601069,3666,4498,79,91649,10775143,0.08,12.5,"tests performed",4046444,2745063,1301381,219685,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",22,609656,8587,4513,15,83586,10858729,0.084,11.9,"tests performed",4250759,2823505,1427254,204315,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",23,621590,11934,4605,92,86099,10944828,0.089,11.3,"tests performed",4452902,2901133,1551769,202143,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",24,628895,7305,4669,64,78520,11023348,0.09,11.1,"tests performed",4662371,2980479,1681892,209469,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",25,633991,5096,4700,31,74372,11097720,0.09,11.1,"tests performed",4763397,3016971,1746426,101026,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",26,638789,4798,4738,38,26881,11124601,0.09,11.1,"tests performed",4840266,3051207,1789059,76869,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,85.19
"Israel",27,643435,4646,4796,58,55055,11179656,0.093,10.8,"tests performed",4972630,3124308,1848322,132364,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",28,652246,8811,4816,20,93112,11272768,0.103,9.7,"tests performed",5089962,3206458,1883504,117332,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",29,659978,7732,4887,71,88876,11361644,0.1,10,"tests performed",5190614,3276234,1914380,100652,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",30,668874,8896,4948,61,86389,11448033,0.094,10.6,"tests performed",5301759,3336228,1965531,111145,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",31,675618,6744,5001,53,84651,11532684,0.092,10.9,"tests performed",5431912,3408558,2023354,130153,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",32,680856,5238,5020,19,84141,11616825,0.09,11.1,"tests performed",5494281,3442306,2051975,62369,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",33,685583,4727,5071,51,29031,11645856,0.09,11.1,"tests performed",5537901,3463814,2074087,43620,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,87.04
"Israel",34,692101,6518,5121,50,54009,11699865,0.094,10.7,"tests performed",5660208,3517946,2142262,122307,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,64.81
"Israel",35,696528,4427,5171,50,91351,11791216,0.085,11.7,"tests performed",5783699,3576618,2207081,123491,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,64.81
"Israel",36,703719,7191,5216,45,81706,11872922,0.086,11.7,"tests performed",5916887,3642924,2273963,133188,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,64.81
"Israel",37,709729,6010,5257,41,77548,11950470,0.081,12.3,"tests performed",6058932,3713192,2345740,142045,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,64.81
"Israel",38,714812,5083,5283,26,76493,12026963,0.079,12.6,"tests performed",6211091,3793945,2417146,152159,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",39,718746,3934,5304,21,67414,12094377,0.079,12.6,"tests performed",6287342,3832843,2454499,76251,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",40,721846,3100,5351,47,24927,12119304,0.077,13.1,"tests performed",6345006,3860206,2484800,57664,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",41,724380,2534,5388,37,47472,12166776,0.069,14.5,"tests performed",6488233,3934698,2553535,143227,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",42,730293,5913,5414,26,70970,12237746,0.076,13.2,"tests performed",6644650,4015783,2628867,156417,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",43,734575,4282,5441,27,74147,12311893,0.07,14.2,"tests performed",6805655,4098917,2706738,161005,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",44,738629,4054,5473,32,64451,12376344,0.068,14.7,"tests performed",6942359,4160466,2781893,136704,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",45,741934,3305,5509,36,52620,12428964,0.067,14.8,"tests performed",7090370,4229253,2861117,148011,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",46,744513,2579,5526,17,62784,12491748,0.065,15.4,"tests performed",7167758,4268725,2899033,77388,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",47,744513,0,5526,0,19604,12511352,0.058,17.3,"tests performed",7227782,4300231,2927551,60024,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,62.96
"Israel",48,750043,5530,5577,51,50262,12561614,0.065,15.4,"tests performed",7385037,4379308,3005729,157255,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",49,754998,4955,5596,19,70485,12632099,0.063,16,"tests performed",7549642,4463952,3085690,164605,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",50,759572,4574,5634,38,74408,12706507,0.063,15.8,"tests performed",7696499,4540905,3155594,146857,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",51,763756,4184,5660,26,76197,12782704,0.062,16.2,"tests performed",7819803,4601619,3218184,123304,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",52,767726,3970,5687,27,70310,12853014,0.061,16.4,"tests performed",7935205,4652795,3282410,115402,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,73.15
"Israel",53,770780,3054,5697,10,65686,12918700,0.062,16.3,"tests performed",7990985,4677639,3313346,55780,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,73.15
"Israel",54,773335,2555,5732,35,24375,12943075,0.067,15,"tests performed",8028820,4695094,3333726,37835,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,73.15
"Israel",55,775807,2472,5752,20,54627,12997702,0.059,16.9,"tests performed",8121737,4734158,3387579,92917,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,59.26
"Israel",56,779958,4151,5760,8,91238,13088940,0.055,18.3,"tests performed",8228223,4779620,3448603,106486,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,59.26
"Israel",57,785218,5260,5790,30,93238,13182178,0.054,18.5,"tests performed",8333427,4820523,3512904,105204,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",58,789485,4267,5803,13,95227,13277405,0.052,19.2,"tests performed",8441612,4862523,3579089,108185,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",59,793407,3922,5822,19,92320,13369725,0.05,20.1,"tests performed",8556909,4901636,3655273,115297,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
"Israel",60,796465,3058,5834,12,105470,13475195,0.046,21.7,"tests performed",8610499,4918815,3691684,53590,8655541,402.606,30.6,11.733,7.359,33132.32,93.32,6.74,15.4,35.4,2.99,82.97,0.919,57.41
