"location","date","total_cases","new_cases","total_deaths","new_deaths","new_tests","total_tests","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","stringency_index"
"Estonia",42,52827,411,501,6,5730,857181,0.127,7.9,"tests performed",68497,46154,22343,61,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",43,53444,617,508,7,6350,863531,0.127,7.9,"tests performed",69313,46740,22573,816,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",44,54300,856,510,2,8516,872047,0.12,8.4,"tests performed",71722,48573,23149,2409,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",45,55295,995,514,4,6380,878427,0.124,8,"tests performed",76075,52263,23812,4353,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",46,56246,951,518,4,5699,884126,0.129,7.7,"tests performed",82370,57543,24827,6295,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",47,57033,787,528,10,4589,888715,0.131,7.6,"tests performed",87147,61316,25831,4777,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",48,57616,583,535,7,5780,894495,0.121,8.3,"tests performed",87957,61904,26053,810,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",49,58445,829,540,5,6534,901029,0.128,7.8,"tests performed",88790,62415,26375,833,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",50,59407,962,553,13,5921,906950,0.137,7.3,"tests performed",91785,64508,27277,2995,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",51,60475,1068,557,4,4937,911887,0.155,6.5,"tests performed",96515,68297,28218,4730,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",52,61627,1152,567,10,6411,918298,0.159,6.3,"tests performed",96980,68629,28351,465,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",57,67739,1111,605,7,8297,953726,0.178,5.6,"tests performed",116276,81209,35067,3467,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Estonia",60,72144,1534,637,14,7523,975817,0.194,5.2,"tests performed",134504,92270,42234,7656,1326539,31.033,42.7,19.452,13.491,29481.252,255.569,4.02,24.5,39.3,4.69,78.74,0.892,41.67
"Finland",22,43120,348,655,0,20056,2799058,0.024,41.8,"tests performed",117007,110047,6960,6356,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",23,43616,496,660,5,16664,2815722,0.024,41.3,"tests performed",126910,117555,9355,9903,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",24,44039,423,664,4,16570,2832292,0.024,41.2,"tests performed",138323,127783,10540,11413,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",25,44402,363,671,7,18656,2850948,0.024,41.7,"tests performed",151790,137551,14239,13467,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",26,44871,469,671,0,12367,2863315,0.024,41.2,"tests performed",162277,144520,17757,10487,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",29,45784,302,684,7,19599,2906304,0.025,40.3,"tests performed",163973,145770,18203,213,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",30,46049,265,685,1,22802,2929106,0.021,46.6,"tests performed",173372,149951,23421,9399,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",31,46493,444,688,3,19377,2948483,0.021,47.3,"tests performed",193917,159624,34293,20545,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",32,46894,401,688,0,17956,2966439,0.022,46.3,"tests performed",207303,164636,42667,13386,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",33,47262,368,688,0,14083,2980522,0.02,49,"tests performed",217844,169194,48650,10541,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",34,47616,354,688,0,9007,2989529,0.021,48.6,"tests performed",220116,170335,49781,2272,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",35,47969,353,688,0,13939,3003468,0.021,46.9,"tests performed",220636,170641,49995,520,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",36,48407,438,703,15,21872,3025340,0.022,45.4,"tests performed",227427,173558,53869,6791,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",37,48807,400,703,0,20618,3045958,0.024,42.4,"tests performed",233775,178005,55770,6348,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",38,49165,358,708,5,18718,3064676,0.023,43.5,"tests performed",247536,187384,60152,13761,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",39,49572,407,710,2,18422,3083098,0.023,43.6,"tests performed",261342,197540,63802,13806,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,55.09
"Finland",40,50007,435,710,0,12799,3095897,0.024,42,"tests performed",273115,206283,66832,11773,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",41,50319,312,710,0,9815,3105712,0.023,43,"tests performed",276469,209510,66959,3354,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",42,50662,343,716,6,14951,3120663,0.023,43.5,"tests performed",277186,210194,66992,717,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",43,51047,385,720,4,21848,3142511,0.023,44.4,"tests performed",283926,216463,67463,6740,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",44,51595,548,723,3,20716,3163227,0.024,42.1,"tests performed",298189,229558,68631,14263,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",45,52209,614,725,2,21531,3184758,0.025,39.4,"tests performed",314100,243973,70127,15911,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",46,52653,444,725,0,19533,3204291,0.025,39.3,"tests performed",333631,262145,71486,19531,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",47,53285,632,726,1,16029,3220320,0.026,38,"tests performed",349139,276280,72859,15508,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",48,53742,457,726,0,11805,3232125,0.027,36.9,"tests performed",363938,287998,75940,14799,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",52,55687,565,740,3,22296,3320568,0.026,39,"tests performed",396861,319559,77302,19420,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",53,56407,720,742,2,22045,3342613,0.027,36.8,"tests performed",426806,347082,79724,29945,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",54,57052,645,742,0,17629,3360242,0.027,37.1,"tests performed",442671,361744,80927,15865,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",55,57672,620,742,0,9747,3369989,0.029,35.1,"tests performed",451999,370874,81125,9328,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",56,58064,392,750,8,17902,3387891,0.029,34.2,"tests performed",466538,384476,82062,14539,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",59,60200,758,764,5,21358,3456059,0.033,30,"tests performed",509187,425545,83642,21568,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Finland",60,60904,704,767,3,2426,3458485,0.039,25.8,"tests performed",532902,448680,84222,23715,5540718,18.136,42.8,21.228,13.264,40585.721,153.507,5.76,18.3,22.6,3.28,81.91,0.938,52.31
"Greece",12,148370,510,5441,20,30313,3787743,0.019,51.7,"samples tested",80391,80389,2,4979,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",15,149462,537,5518,30,31599,3838310,0.019,53.3,"samples tested",94454,93382,1072,8556,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",16,149973,511,5545,27,30429,3868739,0.018,54.5,"samples tested",109831,108167,1664,15377,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",17,150479,506,5570,25,29455,3898194,0.018,54.2,"samples tested",125928,123667,2261,16097,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",18,151041,562,5598,28,32437,3930631,0.018,54.4,"samples tested",143877,141298,2579,17949,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",19,151646,605,5622,24,30996,3961627,0.019,53.1,"samples tested",160101,156966,3135,16224,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",22,153226,814,5692,21,36240,4019134,0.021,48,"samples tested",197755,184610,13145,17804,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",23,154083,857,5724,32,37695,4056829,0.022,45.8,"samples tested",216040,198161,17879,18285,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",24,154796,713,5742,18,34044,4090873,0.022,44.6,"samples tested",234285,210488,23797,18245,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",25,155678,882,5764,22,45381,4136254,0.023,44.3,"samples tested",253363,220621,32742,19078,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",26,156473,795,5779,15,31904,4168158,0.023,42.8,"samples tested",271287,232399,38888,17924,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",29,158716,1221,5851,22,37591,4230257,0.026,38.5,"samples tested",315628,261543,54085,21811,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",30,159866,1150,5878,27,38696,4268953,0.027,36.7,"samples tested",338122,276103,62019,22494,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",31,160935,1069,5903,25,44396,4313349,0.028,36.2,"samples tested",359723,291259,68464,21601,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",32,162107,1172,5922,19,45888,4359237,0.029,34.7,"samples tested",380136,306441,73695,20413,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",33,163213,1106,5951,29,46057,4405294,0.028,35.2,"samples tested",397857,318097,79760,17721,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",36,166067,1492,6017,20,53015,4498458,0.027,36.5,"samples tested",437872,345290,92582,20307,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",37,167549,1482,6034,17,51407,4549865,0.027,36.6,"samples tested",459535,353412,106123,21663,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",38,168872,1323,6056,22,50879,4600744,0.028,36.2,"samples tested",482416,360800,121616,22881,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",39,170244,1372,6077,21,47662,4648406,0.028,35.5,"samples tested",506038,366749,139289,23622,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",40,171466,1222,6103,26,45833,4694239,0.029,35,"samples tested",526369,371462,154907,20331,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,81.48
"Greece",43,173905,1081,6181,29,40446,4767683,0.029,34.3,"samples tested",575766,397840,177926,21021,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,78.7
"Greece",44,174659,754,6194,13,25724,4793407,0.029,34.3,"samples tested",603667,412970,190697,27901,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,78.7
"Greece",45,176059,1400,6221,27,37009,4830416,0.031,32,"samples tested",634037,430124,203913,30370,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,78.7
"Greece",46,177494,1435,6249,28,45653,4876069,0.032,31.4,"samples tested",664347,449073,215274,30310,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,78.7
"Greece",47,178918,1424,6272,23,43310,4919379,0.033,30.2,"samples tested",693436,465842,227594,29089,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",48,179802,884,6297,25,23139,4942518,0.034,29.8,"samples tested",697245,467656,229589,3809,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",49,180672,870,6321,24,15610,4958128,0.034,29.4,"samples tested",730410,486820,243590,33165,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",50,182783,2111,6343,22,100543,5058671,0.031,32.8,"samples tested",762624,505148,257476,32214,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",51,184686,1903,6371,28,4215,5062886,0.037,26.9,"samples tested",794347,522510,271837,31723,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",52,186469,1783,6410,39,50247,5113133,0.037,27.2,"samples tested",826370,540039,286331,32023,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",53,188201,1732,6439,29,50334,5163467,0.037,26.8,"samples tested",857306,556380,300926,30936,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Greece",54,189831,1630,6468,29,46065,5209532,0.038,26.6,"samples tested",885821,572174,313647,28515,10423056,83.479,45.3,20.396,14.524,24574.382,175.695,4.55,35.3,52,4.21,82.24,0.888,80.56
"Hungary",14,352703,875,11409,68,9903,2512777,0.081,12.3,"tests performed",131332,129689,1643,8144,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",15,353276,573,11520,111,5130,2517907,0.083,12.1,"tests performed",133257,130318,2939,1925,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",16,354252,976,11615,95,16005,2533912,0.081,12.3,"tests performed",138584,134554,4030,5327,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",17,355662,1410,11713,98,15577,2549489,0.079,12.6,"tests performed",144798,138983,5815,6214,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",18,356973,1311,11811,98,18064,2567553,0.078,12.8,"tests performed",150128,143184,6944,5330,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",19,358317,1344,11904,93,17238,2584791,0.078,12.8,"tests performed",153392,145257,8135,3264,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",20,359574,1257,11968,64,16441,2601232,0.079,12.7,"tests performed",156098,146695,9403,2706,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",21,360418,844,12024,56,10064,2611296,0.078,12.8,"tests performed",162315,149676,12639,6217,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",22,360877,459,12113,89,5531,2616827,0.077,13,"tests performed",170476,152704,17772,8161,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",23,361881,1004,12198,85,17053,2633880,0.076,13.1,"tests performed",187508,161215,26293,17032,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",24,363450,1569,12291,93,13093,2646973,0.08,12.5,"tests performed",213010,175283,37727,25502,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",25,364909,1459,12374,83,18975,2665948,0.081,12.4,"tests performed",247889,198283,49606,34879,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",26,366279,1370,12463,89,21362,2687310,0.078,12.9,"tests performed",278830,222005,56825,30941,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",27,367586,1307,12524,61,20142,2707452,0.075,13.3,"tests performed",299138,237872,61266,20308,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",28,368710,1124,12578,54,10862,2718314,0.077,12.9,"tests performed",311662,243136,68526,12524,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",29,369288,578,12656,78,7794,2726108,0.077,13,"tests performed",322306,247270,75036,10644,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",30,370336,1048,12739,83,15434,2741542,0.079,12.7,"tests performed",334130,249687,84452,11824,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",31,371988,1652,12832,93,18171,2759713,0.076,13.2,"tests performed",357303,264530,92773,23173,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",32,373564,1576,12930,98,18693,2778406,0.077,13,"tests performed",381062,279410,101652,23759,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",33,375125,1561,13026,96,17596,2796002,0.081,12.3,"tests performed",391621,286379,105242,10559,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",34,376495,1370,13090,64,19024,2815026,0.083,12.1,"tests performed",396634,289042,107592,5013,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",35,377655,1160,13155,65,9720,2824746,0.084,11.9,"tests performed",401791,291396,110395,5157,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",36,378734,1079,13249,94,6410,2831156,0.09,11.1,"tests performed",406197,292627,113570,4406,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",37,380013,1279,13347,98,16822,2847978,0.091,11,"tests performed",411992,294624,117368,5795,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",38,381875,1862,13444,97,20036,2868014,0.091,11,"tests performed",431097,310448,120649,19105,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",39,383735,1860,13543,99,19439,2887453,0.093,10.7,"tests performed",455168,330745,124423,24071,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",40,385755,2020,13636,93,19383,2906836,0.096,10.4,"tests performed",463383,335188,128195,8215,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",41,387462,1707,13706,70,19515,2926351,0.099,10.2,"tests performed",465636,336297,129339,2253,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",42,388799,1337,13752,46,11270,2937621,0.099,10.1,"tests performed",473551,341958,131593,7915,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",43,389622,823,13837,85,6227,2943848,0.097,10.4,"tests performed",483751,348927,134824,10200,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",44,391170,1548,13931,94,19339,2963187,0.097,10.3,"tests performed",506044,365021,141023,22293,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",45,394023,2853,14035,104,20855,2984042,0.105,9.6,"tests performed",544253,391821,152432,38209,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",46,397116,3093,14145,110,22660,3006702,0.112,8.9,"tests performed",600048,427309,172739,55795,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",47,400111,2995,14252,107,22906,3029608,0.117,8.6,"tests performed",636240,445535,190705,36192,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",48,403023,2912,14299,47,23167,3052775,0.123,8.1,"tests performed",654462,453457,201005,18222,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",49,405646,2623,14347,48,15925,3068700,0.129,7.8,"tests performed",662816,457096,205720,8354,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",50,407274,1628,14450,103,9326,3078026,0.132,7.6,"tests performed",679850,471004,208846,17034,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",51,410129,2855,14552,102,23399,3101425,0.137,7.3,"tests performed",719146,508043,211073,39296,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",52,414514,4385,14672,120,25509,3126934,0.143,7,"tests performed",761905,521283,240622,42759,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",53,419182,4668,14795,123,27128,3154062,0.15,6.7,"tests performed",808008,563601,244407,46103,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",54,424130,4948,14902,107,27814,3181876,0.158,6.3,"tests performed",927181,677682,249499,119173,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",55,428599,4469,14974,72,27630,3209506,0.163,6.1,"tests performed",936938,685247,251691,9757,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Hungary",56,432925,4326,15058,84,20230,3229736,0.169,5.9,"tests performed",974524,721677,252847,37586,9660350,108.043,43.4,18.577,11.976,26777.561,278.296,7.55,26.8,34.8,7.02,76.88,0.854,72.22
"Iceland",43,6039,0,29,0,545,273162,0.004,244,"tests performed",20031,14087,5944,187,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",44,6044,5,29,0,363,273525,0.006,181.3,"tests performed",21569,14188,7381,1538,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",45,6044,0,29,0,698,274223,0.005,188.6,"tests performed",24853,15195,9658,3284,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",46,6045,1,29,0,452,274675,0.004,274.8,"tests performed",25718,15644,10074,865,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",50,6049,0,29,0,434,276111,0.003,294.6,"tests performed",27933,17379,10554,171,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",53,6049,0,29,0,497,277530,0.001,714.5,"tests performed",32157,19593,12564,706,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",57,6055,1,29,0,428,278984,0.002,478.4,"tests performed",33835,21191,12644,152,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
"Iceland",60,6059,1,29,0,384,280216,0.004,268.7,"tests performed",39749,27041,12708,553,341250,3.404,37.3,14.431,9.207,46482.958,117.992,5.31,14.3,15.2,2.91,82.99,0.949,40.74
